statefips,year,dem_prop,rep_prop
56,2001,0.4212,0.5788
56,2002,0.5104,0.4896
56,2003,0.5104,0.4896
56,2004,0.5104,0.4896
56,2005,0.5104,0.4896
56,2006,0.6999,0.3001
56,2007,0.6999,0.3001
56,2008,0.6999,0.3001
56,2009,0.6999,0.3001
56,2010,0.2589,0.7411
56,2014,0.314550505,0.685449495
56,2018,0.290913155,0.709086845
